media_id,synonym
148379,Love Live! Sunshine!! × Hatsune Miku
20766,Gekijouban Love Live!
20766,Love Live! School Idol Project Movie
19111,"Живая любовь: проект ""Школьный идол"". 2 сезон"
15051,"Живая любовь: проект ""Школьный идол"""
114979,เลิฟไลฟ์! ซูเปอร์สตาร์!!
114979,Лав Лайв! Суперзвезда!!
162401,Love Live! Superstar!! Time for Two!～Special times～
140642,Лав Лайв! Суперзвезда!! 2
152633,ラブライブ!スーパースター!!２ リエラのうた
152633,Love Live! Superstar!! Season 2: Liella no Uta
152633,Liella’s Song 2
139409,ラブライブ!スーパースター!! リエラのうた
139409,Love Live! Superstar!!: Liella no Uta
155502,Love Live! Superstar!! Season 3
145189,Love Live! Superstar!! #12α 新しい願い
145189,Love Live! Superstar!! #12β 青空に描く夢
113970,Love Live! Perfect Dream Project
113970,เลิฟไลฟ์ ชมรมสคูลไอดอลนิจิกะซากิ
113970,Лав Лайв! Клуб айдолов академии Нидзигасаки
122979,Invincible Believer
123155,Future Harmony
133891,เลิฟไลฟ์ ชมรมสคูลไอดอลนิจิกะซากิ ภาค 2
133891,Лав Лайв! Клуб айдолов академии Нидзигасаки 2
106923,Love Live! Perfect Dream Project TOKIMEKI Runners
157654,Love Live! Nijigasaki High School Idol Club OVA
157654,Love Live! Nijigasaki Gakuen School Idol Doukoukai OVA
166476,Love Live! Nijigasaki High School Idol Club Movie 1
117574,ASFYYY
14951,Love Live! School Idol Project: Wonderful Rush
9930,Love Live! School Idol Project: Snow Halation
9930,スノー・ハレーション
145011,Love Live! School idol diary: Ayase Eri
9907,Love Live! School Idol Project: Bokura no Live Kimi to no Life
21013,Love Live! μ's →NEXT LoveLive! 2014: Endless Parade - Interlude Drama
21013,Love Live! μ's →NEXT LoveLive! 2014: Endless Parade - Intermission Drama
106542, Encore Animation 0209Ver. 
11033,"Love Live! School Idol Project: Natsu-iro Egao de 1, 2, Jump!"
12637,Love Live! School Idol Project: Mo Gyutto Love de Sekkinchuu!
104521,ラブライブ!サンシャイン!! マルのヨンコマ
104521,Love Live! Sunshine!! Maru no Yonkoma
112074,Inexperienced Horizon
112074,Aqours 4th Single「未体験HORIZON」
133227,Love Live! School Idol Project: Sunshine!! Guilty Kiss Comic Anthology
119422,"HEART Magic ""A to Z"""
118971,Monster Strike X MADHOUSE
104188,Anime Monster Strike
104188,モンストアニメ
10643,Gintama Harumatsuri 2010
151888,Saiki Kusuo no Psi Nan
151888,The Disastrous Life of Saiki Kusuo EXTRA STORY OF PSYCHICS
61079,Asou Shuichi Tanpenshuu
61079,Saiki Kusuo no Sainan Volume Zero
61079,Saiki Kusuo no Psi Nan
61079,The Disaster of PSI Kusuo Saiki
21678,Assassination Classroom: Extracurricular Lesson
19759,Ansatsu Kyoushitsu Jump Super Anime Tour Special
19759,Assassination Classroom
41652,Kuroko no Basuke
41652,The Basketball Which Kuroko Plays
41652,O Basquete de Kuroko
41652,Kuroko’nun Basketbolu
93801,Kuroko's Basketball: Replace Plus
21377,Kuroko no Basket: EXTRA GAME
21377,Το Μπάσκετ του Κουρόκο: Το Τελευταίο Παιχνίδι
85604,The Basketball Which Kuroko Plays: Extra Game
85604,Kuroko no Basuke: Extra Game
118031,Gekijouban Hiyoko no Basket: Last Game 0401
118031,Kuroko's Basketball April Fools' Day
101999,Kuroko no Basket: Last Game OVA
20725,Kuroko no Basuke 3
20725,הכדורסל של קורוקו 3
20725,Баскетбол Куроко 3
102839,Kuroko's Basketball Movie 3: Winter Cup Highlights - Crossing the Door
102836,Kuroko's Basketball Movie 2: Winter Cup Highlights - Beyond the Tears
102093,Kuroko's Basketball Movie 1: Winter Cup Highlights - Shadow and Light
11771,Kuroko no Basuke
11771,The Basketball Which Kuroko Plays
11771,הכדורסל של קורוקו
11771,Баскетбол Куроко
11771,Το Μπάσκετ του Κουρόκο
17259,Kuroko no Basket Special
101816,Kuroko's Basketball: OVA 2
16894,Kuroko no Basuke 2
16894,הכדורסל של קורוקו 2
16894,Баскетбол Куроко 2
20603,Kuroko's Basketball: Can we do that one more time
20603,Kuroko's Basketball: Would You Mind Doing That Once More
16916,Kuroko no Basket Special
16916,Kuroko no Basket Episode 22.5
19669,Kuroko no Basket OAD
156053,The Basketball Which Kuroko Plays. 10th Anniversary
156053,黒子のバスケ アニメ10周年記念
156053,黒子のバスケ アニバーサリーソング「ゼロステップ」
156053,Kuroko no Basket 10th Anniversary Song: Zero Step
156053,Kuroko's Basketball 10th Anniversary Song: Zero Step
15487,Kuroko no Basket NG Collection
15487,Kuroko no Basket Specials
107705,KnB X Hinomaruzumou
107705,KnB x Hinomaru Sumo
107705,Hinomaruzumou Vol.9 Chapter 72.5
107705,Hinomaruzumou Chapter 72.5
85612,Sumo of the Rising Sun
85612,Sumo Wrestler Hinomaru
85612,ฮิโนะมารุ ซูโม่กะเปี๊ยกฟัดโลก
99043,Hinomaru Sumo
100990,ฮิโนะมารุ ซูโม่กะเปี๊ยกฟัดโลก
63933,Tokyo Department Store War Chronicles
21552,Bonobono 2016
8403,Bonobono the Movie
92124,Fuwari! Don Pacchi
92124,Gently! Don Patch
96511,Super Kochikame
96511,Sousha no Kyuujitsu
96511,Ryoutsu Kankichi VS Lupin III
96511,Seigi Choujin Kameari Dai Shuuketsu!! no Maki
96511,Kochira Namekkusei Dragon Kouenmae Hashutsujo
96511,Ryoutsu VS Shuuryou Patchi!!: J Gag All Stars Katsushika Dai Soudou!!
31298,Golgo Thirteen
31298,Duke Togo
1760,Professional: Golgo 13
1760,Golgo 13 - The Professional
1760,Golgo 13: O Profissional 
30438,Lupin III New Adventures
30438,Lupin Sansei
1412,Rupan Sansei
1412,לופין השלישי
1412,Cliffhanger
1412,Cliff Hanger
11777,Rupan Sansei
11777,Lupin III: Blood Seal - Eternal Mermaid
11777,Lupin III: Blood Seal of the Eternal Mermaid
11777,"Lupin III - Il sigillo di sangue, la sirena dell'eternità"
1413,Rupan Sansei: Alcatraz Connection
1413,Lupin III: Fuga da Alcatraz
1414,Rupan Sansei: Tenshi no sakuryaku takutikusu Yume no kakera wa koroshi no kaori
1414,Lupin III: An Angel's Tactics - Fragments of a Dream Are the Scent of Murder
1414,Lupin III - Le tattiche degli angeli
1415,"Lupin III: Bye Bye, Lady Liberty"
1415,Lupin III - Bye Bye Liberty: Scoppia la crisi!
1415,Lupin e il mago dei computers
1416,Rupan Sansei: Dead or Alive
1416,Lupin III - Trappola mortale
1417,Rupan Sansei: Moeyo Zantetsuken
1417,Lupin III: Burn
1417,Zantetsuken!
1417,Lupin III: Dragon of Doom
1417,"Lupin III: Spada Zantetsu, infuocati!"
1418,Rupan Sansei Episode: 0 'First Contact'
1418,"Edgar de la Cambriole : Episode 0, First Contact"
1418,Lupin III Episode 0: The First Contact
1418,C'era una volta... Lupin 
1419,Rupan Sansei
1419,Lupin III: Die! Nostradamus
1419,"Lupin III : Adieu, Nostradamus!"
1419,Lupin III: Le profezie di Nostradamus
1420,Lupin Sansei: Russia Yori Ai o Komete
1420,Lupin III: From Russia With Love
1420,Lupin III- Il tesoro degli zar
1421,Rupan Sansei: Hemmingway Paper no Nazo
1421,Lupin III: Mystery of the Hemingway Papers
1421,Lupin III - Il mistero delle carte di Hemingway
1422,Rupan Sansei
1422,Lupin III: Missed by a Dollar
1422,Lupin III - Per un dollaro in più
1423,Rupan Sansei: Napoleon no Jisho wo Ubae
1423,Lupin III: Steal Napoleon's Dictionary
1423,Edgar de la Cambriole : Le Dictionnaire de Napoléon
1423,Lupin III: Napoleon's Dictionary
1423,Lupin III - Ruba il dizionario di Napoleone!
1423,Lupin III - Il tesoro degli avi
1424,Rupan Sansei
1424,Lupin III: Operation Return the Treasure
1424,Edgar de la Cambriole : Opération Diamant
1424,Lupin III: Un diamante è per sempre
1425,Rupan Sansei: Part II
1425,Shin Lupin III
1425,Lupin III: Greatest Capers
1425,"Edgar, Détective Cambrioleur"
1425,Le nuove avventure di Lupin III
147173,My Bullets are Nicer
147173,My Bullets... are Nicer...
147173,Lupin III
35733,Shin Lupin Sansei 
35733,New Lupin III
54312,Lupin Sansei S
54312,Rupan Sansei S
54312,Lupin the Third S
41300,Lupin Sansei Y
41300,Lupin the 3rd Y
41300,Lupin the Third Y
103226,Lupin the Third M
103226,Lupin Sansei M
103218,Lupin the Third M Neo
103218,Lupin Sansei M Neo
103284,Lupin Sansei H - Lupin wa Moete Iru ka....?! Hen
103284,ルパン三世H World is mine 編
103284,ルパン三世H さらば愛しき魔女編
103284,ルパン三世H ルパンは燃えているか・・・・?!編
103284,ルパン三世H 大泥棒VS女怪盗
103284,ルパン三世H 星を盗む男編
103284,ルパン三世H 華麗なる挑戦編
159083,ルパン三世ビー
159083,Lupin the 3rd B
103283,Lupin The Third T
103283,Lupin Sansei T - Gyakuten Chaser Hen
103283,ルパン三世T デッドマン オークション編
103283,ルパン三世T 逆転チェイサー編
103283,ルパン三世T どっちが勝つか三代目VS十三代目編
103283,Lupin Sansei T
1426,Rupan Sansei: Part III
1426,"Lupin, l'incorreggibile Lupin"
20906,Lupin the 3rd Part IV: The Italian Adventure
20906,Lupin III - L'avventura italiana
127522,Lupin III: Part IV
127522,Lupin III: L'avventura italiana
21821,Lupin III - La partita italiana
100957,Lupin Sansei Part V
100957,Lupin Sansei: Adventure in France
100957,Lupin III - Ritorno alle origini
104257,Lupin III: Part V - Special
104257,Lupin III (2018) Special
104257,Lupin the Third - 50th Anniversary Special
104257,Lupin III - Lupin contro tutti!
21822,Lupin Sansei (2015) Specials
116975,SEXYルパン三世
116975,SEXYルパン・3
110413,Lupin Sansei: The First
110413,Lupin III – O PRIMEIRO
338,Berusaiyu no Bara
338,The Rose of Versailles
338,Lady Oscar
338,Lady Oscar: Róża Wersalu
30660,Berusaiyu no Bara
30660,Lady Oscar
30660,Róża Wersalu
30660,La Rose de Versailles
30660,Rose of Versailles
30660,ベルばら 
157504,Lady Oscar - La contessa dall'abito nero
39820,Berusaiyu no Bara
39820,Lady Oscar
39820,Rose of Versailles New Chapter
39820,Rose of Versailles Gaiden
39820,The Rose of Versailles Side Stories: The Great Detective Loulou
92973,Rose of Versalies Volume 11
92973,Versailles no Bara Volume 11
92973,Versailles no Bara (2013)
48791,The Rose of Versailles Kids
154392,The Rose of Versailles Movie
42842,Eikou no Napoleon
42842,The Glory of Napoleon
3868,The Rose of Versailles: I'll Love You As Long As I Live
168557,The Rose of Versailles: Portrait of a Burning Rose
1435,Rupan Sansei
1435,Lupin III: Lupin vs The Human Clone
1435,Edgar de la Cambriole : Le secret de Mamo
1435,Lupin III: La pietra della saggezza
1435,Lupin the Third: The Mystery of Mamo
1435,LUPIN THE 3rd: Mystery of Mamo
1435,Lupin III: O Segredo de Mamo
112658,Lupin III - Prigioniero del passato
1427,Rupan Sansei: Ikiteita Majutsushi
1427,Lupin III: Return of the Magician
1427,Lupin III: ~ The Living Magician ~ Return of Pycal
1427,Lupin III: il ritorno di Pycal
13203,Lupin III
13203,Lupin III~Mine Fujiko to Iu Onna~
13203,Lupin the Third: La donna chiamata Fujiko Mine
20978,Lupin III: Jigen's Gravestone
20978,Lupin the IIIrd - La lapide di Jigen Daisuke
20978,Lupin the IIIrd: Daisuke Jigen's Gravestone
97619,Lupin the Third: Goemon Ishikawa's Spray of Blood
97619,"Lupin III.: Goemon Ishikawa, der es Blut regnen lässt"
97619,Lupin the IIIrd - Ishikawa Goemon getto di sangue
107313,Lupin III (2019)
107313,ルパン三世 (2019)
107313,ルパン三世 峰不二子の嘘
107313,Lupin the IIIrd: Fujiko Mine’s Lie
107313,Lupin III - La bugia di Mine Fujiko
1429,Rupan Sansei: Nusumareta Rupan
1429,Lupin III: Stolen Lupin - Copycat Summer Butterflies
1429,Lupin III: Stolen Lupin
1429,Lupin III - Tutti i tesori del mondo
1430,Rupan Sansei
1430,Lupin III: El Castillo de Cagliostro
1430,Edgar de la Cambriole : Le Château de Cagliostro
1430,Lupin Trzeci: Zamek Cagliostro
1430,Lupin III: The Castle of Cagliostro
1430,Lupin III - Il castello di Cagliostro
1430,Lupin III - Slottet i Cagliostro
1430,Das Schloss des Cagliostro
1432,Rupan Sansei: Fuma Ichizoku no Imboo
1432,Lupin III: The Plot of the Fuma Clan
1432,Edgar de la Cambriole : Le Complot du Clan Fuma
1432,Lupin III - La cospirazione dei Fuma
1433,Rupan Sansei: Babylon no Ougon Densetsu
1433,Lupin III: A Lenda do Ouro da Babilônia
1433,Edgar de la Cambriole : L'Or de Babylone
1433,La leggenda dell'oro di Babilonia
1433,Lupin III: The Legend of the Gold of Babylon
1434,Rupan Sansei: Harimao no Zaiho wo oe!!
1434,Lupin III Special Part 7
1434,Lupin III: The Pursuit of Harimao's Treasure
1434,lupin III: all'inseguimento del tesoro di Harimao
5019,Lupin III: Sweet Lost Night ~Magic Lamp's Nightmare Premonition~
5019,Lupin III - La lamapada di Aladino
1436,Rupan Sansei: Twilight Gemini no Himitsu
1436,Lupin III Special Part 8
1436,Lupin III: The Secret of Twilight Gemini
1436,Lupin III - Il segreto del Diamante Penombra
1436,Lupin III - Una cascata di diamanti
1437,Rupan Sansei
1437,Lupin III: Memories of the Flame - Tokyo Crisis
1437,Lupin III: Burning Memory - Tokyo Crisis 
1437,Lupin III: Honou no Kioku - Tokyo Crisis
1437,Lupin III: Tokyo Crisis
1437,Lupin III - L'unione fa la forza
1438,Rupan Sansei: Rupan Ansatsu Shirei
1438,Lupin III: Voyage to Danger
1438,Lupin III - Viaggio nel pericolo
1438,Lupin III - Il pericolo è il mio mestiere
1439,Rupan Sansei: Walusa P38 - In Gedenken an die Walther P38
1439,Lupin III: In Memory of the Walther P38
1439,Lupin III: Island of Assassins
1439,Lupin III - Nome in codice Tarantola
8097,Rupan Sansei - The Last Job
8097,LUPIN THE THIRD the Last Job
8097,Lupin III - L'ultimo colpo
15783,Lupin III: Record of Observations of the East - Another Page
154924,ルパン三世 VS. キャッツ♥アイ
154924,Lupin III vs Occhi di Gatto
2043,Cats Eye
2043,Occhi di Gatto
2043,Signé Cat's Eye
2043,Ein Supertrio
2043,Ojos de Gato
2043,猫眼三姐妹
101345,Gekijouban City Hunter
101345,Nicky Larson Private Eyes
101345,City Hunter: Private Eyes
101345,CITY HUNTER 2019
101345,CITY HUNTER THE MOVIE: Shinjuku Private Eyes
30792,Nicky Larson
113478,Mr. Hayato Ijuin's not peaceful life
36564,Gift from an Angel
36564,Tenshi no Okurimono
147189,CITY HUNTER 2023
147189,CH The Movie
147189,シティーハンター エンジェルダスト
1470,Nicky Larson
1470,City Hunter-Ein Fall für Ryo Saeba
1473,City Hunter 4
1477,ซิตี้ฮันเตอร์ ปฏิบัติการสายลับ
1477,Thợ Săn Thành Phố: Dịch Vụ Bí Mật
1477,Pemburu Kota -Keputusan Pendamping
1478,City Hunter: The Motion Picture
1478,Nicky Larson - Goodbye my Sweetheart
1478,City Hunter: La rosa nera
1478,ซิตี้ฮันเตอร์ ลาก่อน สุดที่รักของฉัน
1478,Thợ Săn Thành Phố: Tạm Biệt Người Yêu Của Tôi
1478,Pemburu Kota -Selamat Tinggal Kekasihku
1479,City Hunter: Kinkyu Namachukei!? Kyouakuhan Saeba Ryo no Saigo
1479,City Hunter - Live on Stage
1479,City Hunter: Death of the Vicious Criminal Saeba Ryo
1479,City Hunter - Death of Evil Ryo Saeba
1479,Nicky Larson - Live on Stage
1479,City Hunter: Arrestate Ryo Saeba
1479,ซิตี้ฮันเตอร์ วาระสุดท้ายของซาเอบะ เรียว
1479,Thợ Săn Thành Phố: Cái chết của tên tội phạm giết người Ryo Kanha
1479,Pemburu Kota -Siaran Langsung- Kematian Ryo Saeba
1475,City Hunter Special: Guerra al Bay City Hotel
1475,ซิตี้ฮันเตอร์ สงครามเบย์ ซิตี้ 
1475,Thợ Săn Thành Phố: Cuộc chiến tại khách sạn Bay City 
1475,Pemburu Kota -Perang Pantai Kota
1476,City Hunter: $1.000.000 Conspiracy
1476,City Hunter: Un complotto da un milione di dollari
1476,Nicky Larson: Complot pour 1 million de dollars
1476,ซิตี้ฮันเตอร์ แผนการร้ายล้านดอลลาร์
1476,Thợ Săn Thành Phố: Âm Mưu Triệu Đô
1476,Pemburu Kota -Pembunuhan Jutaan Emas
1474,City Hunter: A Magnum of Love's Destination
1474,City Hunter: Magnum of Love and Destiny
1474,City Hunter: Magnum of Love and Fate
1474,"City Hunter: Amour, Destin et un Magnum 357"
31512,Angel Heart - 1st Season
31512,エンジェル・ハート 1stシーズン
117854,City Hunter Rebirth
117854,"ตั้งแต่วันนี้จะเป็น ""ซิตี้ฮันเตอร์"""
146310,Cat's Eye 2
146310,Occhi di Gatto
146310,Signé Cat's Eye
146310,Ein Supertrio
146310,Ojos de Gato
146310,猫眼三姐妹
31932,Cats Eye
88574,Cat's Eye
88574,Cat's Love
88574,Cats Eye
88574,CAT'S♥EYE
20141,Lupin III: Princess of the Breeze - Hidden City in the Sky
20141,Lupin III - La principessa della brezza: La città nascosta nel cielo
20914,Lupin III: The Columbus Files
20914,Lupin III - L'amore da capo: Fujiko's Unlucky Days
2611,Panda og vennene hans på eventyr
111954,Panda og vennene hans på eventyr
165682,Samba Temperado
165682,Love Squall
165682,Treasure of Time
165682,Theme of Lupin III '97
105655,Lupin Sansei: Goodbye Partner
105655,"Lupin III - Addio, amico mio"
101497,Lupin III CG Pilot
101497,Lupin Sansei 3DCG
13247,Rupan Sansei: Lupin Ikka Seizoroi
13247,Lupin Family Lineup
13247,Lupin III Master File
13247,Lupin Sansei: Lupin Ikka Seizoroi
13249,Lupin VIII
13249,Arsène & Cie
135281,Rupan VIII
135281,Lupin The Eighth
135281,Lupin The 8th
135281,Lupin VIII
3019,Rupan Sansei: Kiri no Elusive
3019,Lupin III: Elusiveness of the Fog
3019,Lupin III - L'elusività della nebbia
9035,Lupin III
9035,Monkey Majik
5343,Mankatsu
5343,Monkey Punch: Manga Great Moving Picture
15399,Siam Neko: First Mission
19479,Mankatsu Special
19479,クライムナイト
19479,Monkey Punch: Crime Mate
19479,Monkey Punch: Manga Great Moving Picture Bonus
157968,Transparent Gentlemen
135284,Dorakyura-kun
135284,Little Dracula
6115,Lupin III vs. Detective Conan
6115,Lupin Sansei vs Meitantei Conan
6115,Lupin III contra Detective Conan: La Película
143594,Lupin Sansei vs Meitantei Conan
143514,Lupin Sansei vs Meitantei Conan: THE MOVIE
31061,Detective Conan
31061,Detectiu Conan
31061,Mesterdetektiven Conan
31061,Detektif Conan
163552,Case Closed: The Time Bombed Skyscraper
779,Detective Conan Movie 01: The Timed Skyscraper
779,Case Closed The Movie: The Time Bombed Skyscraper
779,Meitantei Conan Movie 01: Tokei Jikake no Matenrou
779,Detektiv Conan: Der tickende Wolkenkratzer
779,Detective Conan Movie 01: Fino alla fine del tempo
235,Detective Conan
235,Detectiu Conan
235,הבלש קונאן
235,Detektyw Conan
235,المحقق كونان
235,名侦探柯南
235,Meitantei Conan: Keisaku Gakkou Hen - Wild Police Story
235,名探偵コナン 警察学校編 Wild Police Story
235,Détective Conan
235,ยอดนักสืบจิ๋วโคนัน
235,Thám Tử Lừng Danh Conan
780,Detective Conan Movie 02: The Fourteenth Target
780,Meitantei Conan Movie 02: Juuyonbanme no Target
780,Detektiv Conan: Das 14. Ziel
780,Detective Conan Movie 02: L’asso di picche
781,Detective Conan Movie 3: The Last Wizard of the Century
781,Meitantei Conan Movie 03: Seikimatsu no Majutsushi
781,Detektiv Conan: Der Magier des letzten Jahrhunderts
781,Detective Conan Movie 03: L’ultimo mago del secolo
8331,Detective Conan: Osaka Okonomiyaki Odyssey
6467,Detective Conan Movie 14: Tenkuu no Lost Ship
6467,Meitantei Conan Movie 14: Tenkuu no Lost Ship
6467,Detektiv Conan: Das verlorene Schiff im Himmel
6467,Detective Conan Movie 14: Il dirigibile perduto nel cielo
14735,Detective Conan Movie 17
14735,Detective Conan: Sekkai no Private Eye
14735,Meitantei Conan Movie 17: Sekkai no Private Eye
14735,Detektiv Conan: Detektiv auf hoher See
14735,Detective Conan Movie 17: Il grande detective del mare
123075,Detective Conan: Private Eye in the Distant Sea
20878,Detektiv Conan: Special - Das Verschwinden des Conan Edogawa
21646,Detective Conan Movie 19: Gouka no Himawari
21646,Meitantei Conan Movie 19: Gouka no Himawari
21646,Detektiv Conan: Die Sonnenblumen des Infernos
21646,名侦探柯南：业火的向日葵
21646,Detective Conan Movie 19: I girasoli infernali
13837,Detective Conan Bonus File: Fantasista Flower
12117,Detective Conan Movie 16: 11 Nin-me no Striker
12117,Meitantei Conan Movie 16: 11 Nin-me no Striker
12117,Detektiv Conan: Der 11. Stürmer
12117,Detective Conan Movie 16: L’undicesimo attaccante
13839,Detective Conan: The Miracle of Excalibur
142219,Detective Conan Movie 25: The Bride of Halloween
142219,Détective Conan: la fiancée de Shibuya
142219,Detektiv Coonan: Die Halloween Braut
31631,Kenyuu Densetsu Yaiba
31631,YAIBA ไยบะ
1369,Detective Conan: Conan VS KID VS Yaiba
158997,名探偵コナン 灰原哀物語～黒鉄（くろがね）のミステリートレイン～
158997,Detective Conan Ai Habara's Story ~Jet-Black Mystery Train~
156841,Detective Conan 2023
156841,名探偵コナン2023
156841, Detective Conan Movie 26
156841,名探偵コナン 黒鉄の魚影（サブマリン）
156841,Meitantei Conan: Kurogane no Gyoei
156841,Detective Conan The Movie: Black Iron Submarine
141208,Fly Me to the Moon 2
141208,Tonikaku Cawaii 2
141208,Generally Cute 2
141208,总之就是非常可爱２
141208,จะยังไงภรรยาของผมก็น่ารัก ภาค 2
141208,Красавица: Унеси меня на Луну 2
116401,Are You Really Getting Married?
116401,"結婚するって, 本当ですか 365 Days To The Wedding"
116401,Map for The Wedding
116401,แต่งงานที่ว่านี่เรื่องจริงเหรอครับ
165790,Are You Really Getting Married?
101177,Tonikaku Cawaii
101177,Generally Cute
101177,จะยังไงภรรยาของผมก็น่ารัก
101177,"Fly me to the moon - Tóm lại là em dễ thương, được chưa?"
101177,總之就是很可愛
101177,总之就是非常可爱
101177,Così carina. Fly me to the moon
30696,Hayate: Mayordomo de Combate
4192,Hayate the Combat Butler Season 2
5521,Hayate the Combat Butler!! Episode 0
5521,Hayate no Gotoku!! OVA
4038,Absolutely Lovely Children
4038,ZKC
7745,Absolutely Lovely Children
7745,Zettai Karen Children OAD
7745,ZKC OVA
79319,The Unlimited -Hyobu Kyosuke-
79319,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke
35821,Zecchiru
35821,ZKC
35821,Cute Children
70375,สามพลัง (ป่วน) พิทักษ์โลก ฉบับนิยาย การล่มสลายของ B.A.B.E.L.
9127,Absolutely Lovely Children
9127,ZKC
116267,Fly Me to the Moon
116267,Tonikaku Cawaii
116267,Generally Cute
116267,总之就是非常可爱
116267,จะยังไงภรรยาของผมก็น่ารัก
116267,Красавица: Унеси меня на Луну
127371,Tonikaku Kawaii OVA
127371,TONIKAWA OVA
127371,Tonikaku Kawaii Episode 13
127371,Красавица: Унеси меня на Луну. Социальная сеть
141212,TONIKAWA: Over The Moon For You - Uniform
141212,Fly Me to the Moon
141212,Tonikaku Cawaii
141212,Generally Cute
141212,总之就是非常可爱
141212,จะยังไงภรรยาของผมก็น่ารัก
141212,Красавица: Унеси меня на Луну. Форма
9958,Hayate no Gotoku! (2011)
14653,Hayate no Gotoku (2012)
16982,Hayate no Gotoku! (2013)
20651,Hayate the Combat Butler OVA
67413,Heroes of the Sea Lifesavers
67413,Umi no Yuusha Lifesavers
67413,Kamisama ni Rocket Punch!!
67413,Hayate no Gotoku! Special
143899,Help me! Hinaemon 
117769,These Two Will Be Married In 100 Day
117769,100nichigo ni Kekkon Suru Futari
116744,This Croc Will Die In 100 Days
116744,Hyakunichigo ni Shinu Wani
117770,This Rich Lady Will Die in 100 Days
116740,This Croc Will Die in 100 Days
116740,100日後に死ぬワニ
116740,100-nichi Go ni Shinu Wani
119076,Kashiwada Will Express Herself in 100 Days
102907,Expressionless Face Girl and Emotional Face Boy
102907,Expressionless Kashiwada-san and Emotional Oota-kun
155345,Expressionless Kashiwada-san and Emotional Oota-kun CM
131822,トニカクカワイイ
131822,Tonikaku Kawaii
131822,TONIKAWA
87510,Maou Jou de Oyasumi
87510,Maoujou de Oyasumi
87510,MaouYasu
87510,Sweet Dreams in the Demon Castle
87510,Công chúa ngủ trong lâu đài quỷ
87510,在魔王城说晚安
87510,在魔王城說晚安
42471,The Adventure of Doraemon
42471,Doraemon Long Stories
42471,Daichohen Doraemon
2662,Doraemon: Nobita No Uchukaitakush
6930,Doraemon: Shin Nobita no Uchuu Kaitakushi
6930,Doraemon The Hero 2009
113669,Doraemon the Movie: Nobita's New Dinosaur
113669,Doraemon Movie 40: Nobita no Shin Kyouryuu
113669,Doraemon the Movie 2020: Nobita's New Dinosaur
113669,Eiga Doraemon: Nobita no Shin Kyouryuu
113669,โดราเอมอน: ไดโนเสาร์ตัวใหม่ของโนบิตะ 
99084,Doraemon Movie 38: Nobita no Takarajima
99084,Doraemon: Nobita's Treasure Island
99084,Doraemon The Movie 2018 : Nobita's Treasure Island
99084,Doraemon The Movie: Nobita's Treasure Island
2664,Doraemon: Przygody Nobity na Morzu Południowym
99085,Eiga Doraemon: Nobita no Nankyoku Kachi Kochi Daibōken
99085,Doraemon Movie 37: Nobita no Nankyoku Kachi Kochi Daibouken
87438,Doraemon the Movie: Nobita and the Birth of Japan 2016
20515,Bli hos meg - Doraemon
122575,"Quédate conmigo, Doraemon: 2"
122575,Bli hos meg - Doraemon 2
3727,Doraemon Movie 1
2392,Doraemon the Movie 2006
2392,Doraemon: Nobita's Dinosaur 2006
10534,Doraemon: Nobita and the New Steel Troops - Angel Wings
11053,Doraemon: Nobita to Kiseki no Shima - Animal Adventure
11053,Doraemon: En Busca del Escarabajo Dorado
15925,Doraemon Movie 33
15925,Doraemon: Nobita's Secret Gadget Museum
15925,Doraemon i Nobita Holmes al misteriós Museu del Futur
19645,Eiga Doraemon: Shin Nobita no Daimakyo - Peko to 5-nin no Tankentai
2671,Doraemon: Nobita's Great Demon
3130,Kaibutsu-kun 2
3129,Little Monster
3129,Little Kaibutsu
40076,Little Monster
126783,Doraemon: Nobita's Little Star Wars 2021
126783,哆啦A梦 大雄的宇宙小战争2021
166976, Doraemon: Nobita's Earth Symphony
100291,Doraemon Movie 35: Nobita no Space Heroes
6988,Doraemon: Nobita no Ningyo Daikaisen
6988,Doraemon: Nobita e A Lenda das Sereias
151896,Doraemon: Nobita's Sky Utopia
151896,โดราเอมอน เดอะ มูฟวี่ ฟากฟ้าแห่งยูโทเปียของโนบิตะ
5096,Doraemon the Future 2008
5096,Doraemon the Movie 2008
5096,Doraemon: Nobita to Midori no Kyojinden
5096,Doraemon: Nobita and the Green Giant Legend
5096,哆啦A梦：大雄与绿巨人传
5096,Doraemon i Zielona Planeta
2673,Doraemon: Nobita no Shin Makai Daibouken - Shichinin no Mahou Tsukai
2673,Nobita's New Adventure Into The Magic Planet
2673,哆啦A梦：大雄的奇幻大冒险
106493,哆啦A梦：大雄的月球探险记
106493,โดราเอมอน เดอะ มูฟวี่ ตอน โนบิตะสำรวจดินแดนจันทรา
2667,Doraemon: Nobita and the Castle of the Undersea Devil
2648,Doraemon: 2112: The Birth of Doraemon
2648,2112: Narodziny Doraemona
2393,Doraemon and the Wind People
2393,Doraemon: Nobita and the Wind Wizard
2393,Doraemon: Ludzie wiatru
136667,Early English with Doraemon
2655,Doraemon: Nobita & Robot Kingdom
2655,Doraemon: Nobita's Robot Kingdom
2655,Doraemon Movie 23: Nobita to Robot Kingdom
2655,Doraemon the Movie: Nobita in the Robot Kingdom
2658,Doraemon: Nobita's Version of Saiyuki
2670,Doraemon: Nobita no Dorabian Nights
2674,Doraemon: Nobita's Genesis Diary
2674,Doraemon Movie 16: Nobita no Sousei Nikki
